0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
21,29.1370506286621,36.0314483642578,42.9258499145508,49.8202514648438,56.7146492004395,63.6090507507324,70.5034484863281,76.1387939453125,77.3817749023438,78.624755859375,79.8677444458008,81.110725402832,82.3537063598633,83.5966949462891,84.8396759033203,86.0826568603516,87.3256454467773,88.5686264038086,93.7400054931641,100.856536865234,107.973068237305,115.089599609375,122.206130981445,129.322662353516,136.439193725586,143.555725097656,150.672256469727,157.788787841797,165.285995483398,175.716537475586,186.147064208984,196.577590942383,207.00813293457,217.438659667969,227.869186401367,238.299713134766,248.730255126953,259.160797119141,269.59130859375,292.898376464844,326.285278320312,359.672210693359,393.059112548828,426.446044921875,459.832946777344,493.219879150391,526.606811523438,559.993713378906,593.380615234375,626.535339355469
22,29.3429718017578,35.9056358337402,42.4682998657227,49.0309600830078,55.5936241149902,62.1562881469727,68.7189483642578,74.133415222168,75.5422668457031,76.9511184692383,78.3599700927734,79.7688217163086,81.1776733398438,82.5865249633789,83.9953765869141,85.4042282104492,86.8130798339844,88.2219314575195,92.9243774414062,99.2576370239258,105.59090423584,111.924163818359,118.257431030273,124.590690612793,130.923950195313,137.257217407227,143.590484619141,149.923751831055,156.687438964844,166.767807006836,176.848175048828,186.92854309082,197.008895874023,207.089263916016,217.169631958008,227.25,237.330352783203,247.410720825195,257.491088867187,280.406646728516,313.369659423828,346.332702636719,379.295715332031,412.258758544922,445.221771240234,478.184814453125,511.147827148438,544.11083984375,577.073913574219,609.807678222656
23,29.5488929748535,35.7798194885254,42.0107460021973,48.2416725158691,54.472599029541,60.7035255432129,66.9344482421875,72.1280364990234,73.7027587890625,75.2774810791016,76.8521957397461,78.4269180297852,80.0016403198242,81.5763626098633,83.1510772705078,84.7257995605469,86.3005218505859,87.875244140625,92.1087417602539,97.6587371826172,103.20873260498,108.758728027344,114.308723449707,119.85871887207,125.408721923828,130.958709716797,136.508712768555,142.058700561523,148.088882446289,157.819091796875,167.549285888672,177.279479980469,187.009674072266,196.739868164063,206.470077514648,216.200271606445,225.930465698242,235.660659790039,245.390869140625,267.914886474609,300.454040527344,332.993194580078,365.532318115234,398.071472167969,430.610595703125,463.149749755859,495.688903808594,528.22802734375,560.767211914063,593.080017089844
24,29.7548160552979,35.6540031433105,41.5531959533691,47.4523849487305,53.3515739440918,59.2507629394531,65.1499481201172,70.1226577758789,71.8632507324219,73.6038360595703,75.3444290161133,77.0850143432617,78.8256072998047,80.5661926269531,82.3067855834961,84.0473709106445,85.7879638671875,87.5285491943359,91.2931060791016,96.0598373413086,100.826568603516,105.593292236328,110.360023498535,115.126754760742,119.893478393555,124.660209655762,129.426940917969,134.193664550781,139.490325927734,148.870361328125,158.250396728516,167.630416870117,177.010452270508,186.390487670898,195.7705078125,205.150543212891,214.530578613281,223.910614013672,233.290634155273,255.423156738281,287.538421630859,319.653656005859,351.768920898437,383.884185791016,415.999450683594,448.114685058594,480.229949951172,512.34521484375,544.46044921875,576.352355957031
25,29.9607372283936,35.528190612793,41.0956420898438,46.6630935668945,52.2305488586426,57.7980003356934,63.3654518127441,68.1172866821289,70.0237426757812,71.9301986694336,73.8366546630859,75.7431106567383,77.6495742797852,79.5560302734375,81.4624862670899,83.3689422607422,85.2753982543945,87.1818542480469,90.4774780273437,94.4609375,98.4443969726562,102.427856445313,106.411315917969,110.39478302002,114.378242492676,118.361701965332,122.345161437988,126.328628540039,130.89176940918,139.921630859375,148.95149230957,157.981369018555,167.01123046875,176.041091918945,185.070953369141,194.100814819336,203.13069152832,212.160552978516,221.190414428711,242.931411743164,274.622772216797,306.314147949219,338.005523681641,369.696899414062,401.388275146484,433.079650878906,464.771026611328,496.462371826172,528.153747558594,559.624694824219
26,30.1666584014893,35.4023742675781,40.6380920410156,45.8738059997559,51.1095199584961,56.3452377319336,61.5809516906738,66.1119079589844,68.1842346191406,70.2565612792969,72.3288879394531,74.4012145996094,76.4735336303711,78.5458602905274,80.6181869506836,82.6905136108399,84.7628402709961,86.8351669311523,89.6618423461914,92.8620376586914,96.0622253417969,99.2624206542969,102.462615966797,105.662811279297,108.863006591797,112.063194274902,115.263389587402,118.463584899902,122.293212890625,130.972915649414,139.652603149414,148.332305908203,157.012008666992,165.691696166992,174.371398925781,183.05110168457,191.73078918457,200.410491943359,209.090194702148,230.439666748047,261.707153320312,292.974639892578,324.242126464844,355.509613037109,386.777099609375,418.044586181641,449.312072753906,480.579559326172,511.847045898438,542.897033691406
27,30.372579574585,35.2765579223633,40.1805381774902,45.0845184326172,49.9884948730469,54.8924751281738,59.7964553833008,64.1065292358398,66.3447265625,68.5829238891602,70.8211135864258,73.0593109130859,75.2975006103516,77.5356979370117,79.7738876342774,82.0120849609375,84.2502822875977,86.4884719848633,88.8462066650391,91.2631378173828,93.680061340332,96.0969848632812,98.513916015625,100.930839538574,103.347763061523,105.764694213867,108.181617736816,110.598541259766,113.69465637207,122.024185180664,130.353713989258,138.683242797852,147.012786865234,155.342315673828,163.671844482422,172.001373291016,180.330902099609,188.660430908203,196.989959716797,217.94792175293,248.791534423828,279.635131835937,310.478729248047,341.322326660156,372.165924072266,403.009521484375,433.853118896484,464.696716308594,495.540313720703,526.16943359375
28,30.7686386108398,35.276195526123,39.7837524414062,44.2913093566895,48.7988662719727,53.3064231872559,57.8139801025391,61.8467903137207,64.2234115600586,66.6000289916992,68.9766540527344,71.353271484375,73.7298965454102,76.1065139770508,78.4831314086914,80.8597564697266,83.2363739013672,85.6129913330078,87.6080703735352,89.4142227172852,91.2203750610352,93.0265274047852,94.8326797485352,96.6388320922852,98.4449844360352,100.251136779785,102.05729675293,103.86344909668,106.385704040527,114.425834655762,122.465957641602,130.506088256836,138.54621887207,146.586349487305,154.626480102539,162.666610717773,170.706741333008,178.746871948242,186.787002563477,207.196502685547,237.288879394531,267.381256103516,297.473602294922,327.565979003906,357.658325195312,387.750701904297,417.843078613281,447.935424804688,478.027801513672,507.910888671875
29,31.8684120178223,35.7401390075684,39.6118659973145,43.4835968017578,47.3553237915039,51.22705078125,55.0987777709961,58.6456298828125,61.0591087341309,63.4725875854492,65.8860702514648,68.2995452880859,70.7130279541016,73.1265106201172,75.5399856567383,77.9534683227539,80.3669509887695,82.7804260253906,84.8061981201172,86.6399993896484,88.4737930297852,90.3075942993164,92.1413879394531,93.9751892089844,95.8089828491211,97.6427841186523,99.4765777587891,101.31037902832,103.84969329834,111.825317382813,119.800941467285,127.776565551758,135.752197265625,143.727813720703,151.70344543457,159.679061889648,167.654693603516,175.630325317383,183.605941772461,202.886184692383,231.015777587891,259.145355224609,287.274963378906,315.404541015625,343.534149169922,371.663726806641,399.793304443359,427.922912597656,456.052490234375,483.986450195313
30,32.9681854248047,36.2040824890137,39.4399833679199,42.6758804321289,45.9117813110352,49.1476783752441,52.3835792541504,55.444465637207,57.8948059082031,60.345142364502,62.795482635498,65.2458267211914,67.696159362793,70.1464996337891,72.5968399047852,75.0471801757813,77.4975204467773,79.9478607177734,82.0043258666992,83.8657684326172,85.7272109985352,87.5886535644531,89.4500961303711,91.3115386962891,93.172981262207,95.034423828125,96.895866394043,98.7573089599609,101.313682556152,109.224807739258,117.135925292969,125.04704284668,132.958160400391,140.869293212891,148.780410766602,156.691528320313,164.602645874023,172.513778686523,180.424896240234,198.575866699219,224.74267578125,250.90950012207,277.076293945312,303.243133544922,329.409942626953,355.576751708984,381.743560791016,407.910369873047,434.077178955078,460.06201171875
31,34.0679588317871,36.6680297851562,39.2680969238281,41.8681678771973,44.4682388305664,47.0683059692383,49.6683769226074,52.2433013916016,54.7304992675781,57.217700958252,59.7048988342285,62.1920967102051,64.6792984008789,67.1664962768555,69.653694152832,72.1408920288086,74.6280975341797,77.1152954101563,79.2024612426758,81.0915451049805,82.9806289672852,84.8697204589844,86.7588043212891,88.6478958129883,90.536979675293,92.4260711669922,94.3151550292969,96.2042465209961,98.7776794433594,106.624290466309,114.470909118652,122.317527770996,130.164138793945,138.010757446289,145.857376098633,153.703994750977,161.55061340332,169.397216796875,177.243835449219,194.265548706055,218.469589233398,242.673614501953,266.877655029297,291.081695556641,315.285736083984,339.489776611328,363.693817138672,387.897827148437,412.101867675781,436.137573242188
32,35.1677322387695,37.1319732666016,39.0962142944336,41.0604553222656,43.0246963500977,44.9889373779297,46.9531784057617,49.0421371459961,51.5661964416504,54.0902557373047,56.614315032959,59.1383743286133,61.6624336242676,64.1864929199219,66.7105484008789,69.2346115112305,71.7586669921875,74.2827301025391,76.4005889892578,78.3173217773438,80.2340545654297,82.1507873535156,84.067512512207,85.984245300293,87.9009780883789,89.8177108764648,91.7344436645508,93.6511764526367,96.2416687011719,104.023780822754,111.805892944336,119.588005065918,127.3701171875,135.152221679688,142.934341430664,150.716445922852,158.498565673828,166.280670166016,174.062789916992,189.955215454102,212.196487426758,234.437744140625,256.679016113281,278.920257568359,301.161529541016,323.402801513672,345.64404296875,367.885314941406,390.126586914062,412.213134765625
33,36.267505645752,37.5959167480469,38.9243278503418,40.252742767334,41.5811538696289,42.9095649719238,44.2379760742188,45.8409729003906,48.4018936157227,50.9628105163574,53.5237312316895,56.0846481323242,58.6455688476562,61.206485748291,63.7674026489258,66.3283233642578,68.8892440795898,71.4501571655273,73.5987167358398,75.5430908203125,77.4874725341797,79.4318466186523,81.376220703125,83.3206024169922,85.2649765014649,87.2093505859375,89.1537322998047,91.0981063842774,93.7056579589844,101.423263549805,109.14087677002,116.85848236084,124.57608795166,132.293701171875,140.011306762695,147.728912353516,155.446517944336,163.164123535156,170.881729125977,185.644897460938,205.923385620117,226.201873779297,246.480346679687,266.758850097656,287.037322998047,307.315795898438,327.594299316406,347.872772216797,368.151275634766,388.288696289063
34,37.3672790527344,38.0598602294922,38.7524452209473,39.4450263977051,40.1376113891602,40.830192565918,41.522777557373,42.6398124694824,45.2375907897949,47.8353691101074,50.4331474304199,53.0309219360352,55.6287002563477,58.2264785766602,60.8242568969727,63.4220352172852,66.0198135375977,68.6175918579102,70.7968444824219,72.7688674926758,74.7408905029297,76.7129135131836,78.684928894043,80.6569519042969,82.6289749145508,84.6009979248047,86.5730209350586,88.545036315918,91.1696472167969,98.82275390625,106.475860595703,114.128959655762,121.782066345215,129.435165405273,137.088272094727,144.74137878418,152.394470214844,160.047576904297,167.70068359375,181.334579467773,199.650283813477,217.96598815918,236.281707763672,254.597412109375,272.913116455078,291.228820800781,309.544525146484,327.860229492188,346.175964355469,364.364288330078
35,38.4670524597168,38.5238075256348,38.5805587768555,38.6373138427734,38.6940689086914,38.7508201599121,38.8075752258301,39.438648223877,42.0732841491699,44.7079238891602,47.3425598144531,49.9771995544434,52.6118354797363,55.2464752197266,57.8811111450195,60.5157508850098,63.1503868103027,65.785026550293,67.9949798583984,69.9946441650391,71.9943084716797,73.9939727783203,75.9936370849609,77.9933090209961,79.9929733276367,81.9926376342773,83.992301940918,85.9919738769531,88.6336441040039,96.2222442626953,103.810836791992,111.399436950684,118.988037109375,126.576637268066,134.165237426758,141.753829956055,149.342437744141,156.931030273438,164.519622802734,177.024261474609,193.377182006836,209.730117797852,226.083053588867,242.435989379883,258.788909912109,275.141845703125,291.494781494141,307.847717285156,324.200653076172,340.439849853516
36,39.5668258666992,38.9877510070801,38.4086761474609,37.8296012878418,37.2505264282227,36.6714515686035,36.0923767089844,36.2374839782715,38.9089813232422,41.5804786682129,44.2519760131836,46.9234733581543,49.594970703125,52.2664680480957,54.9379653930664,57.6094627380371,60.2809600830078,62.9524574279785,65.1931076049805,67.2204132080078,69.2477264404297,71.2750396728516,73.3023529052734,75.3296585083008,77.3569717407227,79.3842849731445,81.4115905761719,83.4389038085937,86.0976333618164,93.6217269897461,101.145820617676,108.669914245605,116.19401550293,123.718109130859,131.242202758789,138.766296386719,146.290390014648,153.814483642578,161.338577270508,172.713928222656,187.104095458984,201.494247436523,215.884399414062,230.274551391602,244.66471862793,259.054870605469,273.445037841797,287.835174560547,302.225341796875,316.515411376953
